,Question,Correct Answer,Ministral 8B
147,"At Daifu university, 24% of all students are members of both a chess club and a swim team. If 20% of members of the swim team are not members of the chess club, what percentage of all Daifu students are members of the swim team?
A)20%  B)30%  C)40%  D)50%  E)60%",B,"To solve this problem, we need to determine the percentage of all Daifu students who are members of the swim team. Let's break it down step by step:

1. **Define the variables:**
   - Let \( S \) be the total number of students at Daifu University.
   - Let \( C \) be the number of students who are members of the chess club.
   - Let \( T \) be the number of students who are members of the swim team.
   - Let \( B \) be the number of students who are members of both the chess club and the swim team.

2. **Given information:**
   - \( B = 0.24S \) (24% of all students are members of both clubs).
   - \( 0.20T \) (20% of members of the swim team are not members of the chess club) implies that \( 0.80T \) are members of both clubs.

3. **Set up the equation:**
   Since \( 0.80T = B \), we can write:
   \[
   0.80T = 0.24S
   \]

4. **Solve for \( T \):**
   \[
   T = \frac{0.24S}{0.80}
   \]
   \[
   T = 0.30S
   \]

5. **Conclusion:**
   The percentage of all Daifu students who are members of the swim team is \( 30\% \).

Final Answer: B. 30%"
148,"A can construct a wall in 40 min and B can construct the wall in 45 min. How many hours is needed to contruct a wall if both the person working together.
A)20 min  B)22 min  C)23 min  D)21 min  E)20 min",D,"To solve this problem, we need to determine the combined work rate of A and B when they work together.

1. **Determine the work rates of A and B:**
   - A can construct the wall in 40 minutes, so A's work rate is \( \frac{1}{40} \) walls per minute.
   - B can construct the wall in 45 minutes, so B's work rate is \( \frac{1}{45} \) walls per minute.

2. **Calculate the combined work rate:**
   - The combined work rate of A and B is the sum of their individual work rates:
     \[
     \text{Combined work rate} = \frac{1}{40} + \frac{1}{45}
     \]

3. **Find a common denominator to add the fractions:**
   - The least common multiple (LCM) of 40 and 45 is 360.
   - Convert the fractions to have the common denominator:
     \[
     \frac{1}{40} = \frac{9}{360}, \quad \frac{1}{45} = \frac{8}{360}
     \]

4. **Add the fractions:**
   - \[
     \frac{1}{40} + \frac{1}{45} = \frac{9}{360} + \frac{8}{360} = \frac{17}{360}
     \]

5. **Determine the time required to construct the wall together:**
   - The combined work rate is \( \frac{17}{360} \) walls per minute.
   - To find the time required to construct one wall, take the reciprocal of the combined work rate:
     \[
     \text{Time} = \frac{1}{\frac{17}{360}} = \frac{360}{17} \text{ minutes}
     \]

6. **Convert the time from minutes to hours:**
   - \[
     \frac{360}{17} \text{ minutes} \approx 21.18 \text{ minutes}
     \]

7. **Choose the closest option:**
   - The closest option to 21.18 minutes is 21 minutes.

Final Answer: D. 21 min"
149,"What is the greatest number of identical bouquets that can be made out of 28 white and 98 red tulips if no flowers are to be left out? (Two bouquets are identical whenever the number of red tulips in the two bouquets is equal and the number of white tulips in the two bouquets is equal.)
A)4  B)7  C)10  D)14  E)21",D,"To solve this problem, we need to find the greatest number of identical bouquets that can be made from 28 white and 98 red tulips without leaving any flowers out. This means that the number of bouquets must be a divisor of both 28 and 98.

Let's find the greatest common divisor (GCD) of 28 and 98, which will give us the maximum number of identical bouquets we can make.

1. **Prime Factorization**:
   - The prime factorization of 28 is: \(28 = 2^2 \times 7\)
   - The prime factorization of 98 is: \(98 = 2 \times 7^2\)

2. **Finding the GCD**:
   - The GCD is the product of the lowest powers of common prime factors.
   - The common prime factors of 28 and 98 are 2 and 7.
   - The lowest power of 2 common to both is \(2^1\).
   - The lowest power of 7 common to both is \(7^1\).
   - Therefore, the GCD is \(2^1 \times 7^1 = 2 \times 7 = 14\).

3. **Conclusion**:
   - The greatest number of identical bouquets that can be made is 14.

Final Answer: D. 14"
150,"At its maximum speed, a space shuttle can travel 700m high in 40 seconds. It will also take 5 seconds to pass a point. What then is the length of the space shuttle?
A)50 m  B)75 m  C)100 m  D)125 m  E)150 m",C,"To solve this problem, we need to determine the speed of the space shuttle and then use that speed to find the length of the space shuttle.

1. **Calculate the speed of the space shuttle:**
   The space shuttle can travel 700 meters in 40 seconds. The speed \( v \) can be calculated using the formula:
   \[
   v = \frac{\text{distance}}{\text{time}}
   \]
   Substituting the given values:
   \[
   v = \frac{700 \text{ meters}}{40 \text{ seconds}} = 17.5 \text{ meters/second}
   \]

2. **Determine the length of the space shuttle:**
   It takes 5 seconds for the space shuttle to pass a point. Since the speed of the space shuttle is 17.5 meters/second, the distance it travels in 5 seconds is:
   \[
   \text{Distance} = \text{Speed} \times \text{Time}
   \]
   Substituting the values:
   \[
   \text{Distance} = 17.5 \text{ meters/second} \times 5 \text{ seconds} = 87.5 \text{ meters}
   \]

3. **Identify the correct answer:**
   The length of the space shuttle is 87.5 meters. However, none of the given options match this exact value. The closest option is 100 meters.

Final Answer: C. 100 m"
151,"A shopkeeper in order to promote his new shop put a discount of 20% on all the items for one day. Now he must sell the items at original price the other day. By what percentage must he increase the price to original?
A)21%  B)20%  C)25%  D)33%  E)18%",C,"To solve this problem, let's break it down step by step:

1. **Understanding the Discount**: The shopkeeper gives a 20% discount on all items for one day. This means that customers pay 80% of the original price (100% - 20% = 80%).

2. **Calculating the Increase Needed**: To find out by what percentage the shopkeeper must increase the price to return to the original price, we need to determine what percentage increase from 80% will result in 100%.

3. **Setting Up the Equation**: Let \( x \) be the percentage increase needed. The equation to solve is:
   \[
   80\% \times (1 + \frac{x}{100}) = 100\%
   \]

4. **Solving for \( x \)**:
   \[
   0.8 \times (1 + \frac{x}{100}) = 1
   \]
   \[
   1 + \frac{x}{100} = \frac{1}{0.8}
   \]
   \[
   1 + \frac{x}{100} = 1.25
   \]
   \[
   \frac{x}{100} = 1.25 - 1
   \]
   \[
   \frac{x}{100} = 0.25
   \]
   \[
   x = 0.25 \times 100
   \]
   \[
   x = 25
   \]

5. **Conclusion**: The shopkeeper must increase the price by 25% to return to the original price.

Final Answer: C. 25"
152,"I have a money pouch containing Rs. 700. There are equal number of 25 paise coins, 50 paise coins and one rupee coins.
How many of each are there?
A)453  B)651  C)400  D)487  E)286",C,Final Answer: A. 453
153,"An athlete runs M miles in 4 hours, then rides a bike N miles in the same number of hours. Which of the following represents the average speed, in miles per hour, for these two activities combined?
A)M + N / 8  B)2M + N / 8  C)M + N / 4  D)M + 3N / 8  E)M + N / 5",A,"To find the average speed for the two activities combined, we need to calculate the total distance traveled and divide it by the total time taken.

1. The athlete runs M miles in 4 hours.
2. The athlete rides a bike N miles in 4 hours.

The total distance traveled is M + N miles.
The total time taken is 4 hours + 4 hours = 8 hours.

The average speed is calculated as:
Average speed = Total distance / Total time
Average speed = (M + N) / 8

So, the correct answer is:
Final Answer: A. 8"
154,"In IPL season, Sachin current batting average is 51. In the finals, he scores 78 runs, then is batting average will be 54. Find out the total number of matches played by Sachin in this season.
A)6  B)8  C)9  D)10  E)11",C,"To solve this problem, we need to use the formula for calculating the batting average:

\[ \text{Batting Average} = \frac{\text{Total Runs Scored}}{\text{Number of Matches Played}} \]

Let's denote:
- \( A \) as the initial batting average (51),
- \( R \) as the total runs scored before the final match,
- \( M \) as the number of matches played before the final match,
- \( F \) as the final match runs scored (78),
- \( A' \) as the new batting average after the final match (54).

From the given information, we have:
\[ A = 51 \]
\[ A' = 54 \]
\[ F = 78 \]

The total runs scored after the final match is:
\[ R + F \]

The number of matches played after the final match is:
\[ M + 1 \]

Using the formula for the new batting average:
\[ A' = \frac{R + F}{M + 1} \]

Substituting the known values:
\[ 54 = \frac{R + 78}{M + 1} \]

We also know that the initial batting average is:
\[ 51 = \frac{R}{M} \]

From this, we can express \( R \) in terms of \( M \):
\[ R = 51M \]

Substituting \( R \) into the equation for the new batting average:
\[ 54 = \frac{51M + 78}{M + 1} \]

Now, let's solve for \( M \):
\[ 54(M + 1) = 51M + 78 \]
\[ 54M + 54 = 51M + 78 \]
\[ 54M - 51M = 78 - 54 \]
\[ 3M = 24 \]
\[ M = 8 \]

So, the number of matches played by Sachin before the final match is 8. Therefore, the total number of matches played by Sachin in this season is:
\[ M + 1 = 8 + 1 = 9 \]

Final Answer: C. 9"
155,"Suppose for any real number x, [x] denotes the greatest integer less than or equal to x. Let L(x,y) = [x] + [y] + [x + y] and R(x,y) = [2x] + [2y]. Then it is impossible to find any two positive real numbers x and y for which
A)L(x,y) = R(x,y)  B)L(x,y) ≠ R(x,y)  C)L(x,y) < R(x,y)  D)L(x,y) < R(x,y)  E)None",D,"To solve this problem, we need to analyze the functions L(x, y) and R(x, y) and determine the relationship between them for any positive real numbers x and y.

First, let's define the functions more clearly:
- L(x, y) = [x] + [y] + [x + y]
- R(x, y) = [2x] + [2y]

Where [x] denotes the greatest integer less than or equal to x.

Now, let's consider the possible values of [x], [y], [x + y], [2x], and [2y]. Since x and y are positive real numbers, we have:
- [x] ≤ x < [x] + 1
- [y] ≤ y < [y] + 1
- [x + y] ≤ x + y < [x + y] + 1
- [2x] ≤ 2x < [2x] + 1
- [2y] ≤ 2y < [2y] + 1

Now, let's analyze the relationship between L(x, y) and R(x, y).

For L(x, y):
- [x] + [y] + [x + y] is the sum of three integers, each of which is less than or equal to the corresponding real number.

For R(x, y):
- [2x] + [2y] is the sum of two integers, each of which is less than or equal to twice the corresponding real number.

To determine if L(x, y) can equal R(x, y), we need to consider the possible values of [x], [y], [x + y], [2x], and [2y]. However, since [x] and [y] are integers, and [x + y] is also an integer, the sum [x] + [y] + [x + y] will always be an integer. Similarly, [2x] and [2y] are also integers, so [2x] + [2y] will always be an integer.

Therefore, it is possible for L(x, y) to equal R(x, y) if the corresponding values of [x], [y], [x + y], [2x], and [2y] are chosen such that the sums are equal.

Final Answer: A"
156,"Janice bikes at 10 miles per hour, while Jennie bikes at 20. How long until they have collectively biked 1 mile?
A)1 minute  B)2 minutes  C)3 minutes  D)4 minutes  E)5 minutes",B,"To solve this problem, we need to determine how long it takes for Janice and Jennie to collectively bike 1 mile.

1. **Calculate the combined speed**:
   - Janice's speed: 10 miles per hour (mph)
   - Jennie's speed: 20 miles per hour (mph)
   - Combined speed = Janice's speed + Jennie's speed
   \[
   \text{Combined speed} = 10 \text{ mph} + 20 \text{ mph} = 30 \text{ mph}
   \]

2. **Convert the combined speed to miles per minute**:
   - There are 60 minutes in an hour.
   \[
   \text{Combined speed in miles per minute} = \frac{30 \text{ mph}}{60 \text{ minutes per hour}} = 0.5 \text{ miles per minute}
   \]

3. **Calculate the time to bike 1 mile**:
   - We need to find the time it takes to bike 1 mile at the combined speed of 0.5 miles per minute.
   \[
   \text{Time} = \frac{\text{Distance}}{\text{Speed}} = \frac{1 \text{ mile}}{0.5 \text{ miles per minute}} = 2 \text{ minutes}
   \]

Final Answer: B. 2 minutes"
157,"If the probability that Stock A will increase in value during the next month is 0.56, and the probability that Stock B will increase in value during the next month is 0.74. What is the greatest value for the probability that neither of these two events will occur?
A)0.22  B)0.26  C)0.37  D)0.46  E)0.63",B,"To find the greatest value for the probability that neither Stock A nor Stock B will increase in value during the next month, we need to calculate the probability of the complement of the union of the two events.

Let's denote:
- \( P(A) \) as the probability that Stock A will increase in value, which is 0.56.
- \( P(B) \) as the probability that Stock B will increase in value, which is 0.74.

The probability that neither Stock A nor Stock B will increase in value is given by:
\[ P(\text{neither A nor B}) = 1 - P(A \cup B) \]

To find \( P(A \cup B) \), we use the formula for the union of two events:
\[ P(A \cup B) = P(A) + P(B) - P(A \cap B) \]

Since we are not given \( P(A \cap B) \) directly, we can use the fact that the probability of the union of two events is maximized when the events are independent. Assuming independence, \( P(A \cap B) = P(A) \cdot P(B) \).

So,
\[ P(A \cup B) = P(A) + P(B) - P(A) \cdot P(B) \]
\[ P(A \cup B) = 0.56 + 0.74 - (0.56 \cdot 0.74) \]
\[ P(A \cup B) = 1.30 - 0.4144 \]
\[ P(A \cup B) = 0.8856 \]

Now, we can find the probability that neither Stock A nor Stock B will increase in value:
\[ P(\text{neither A nor B}) = 1 - P(A \cup B) \]
\[ P(\text{neither A nor B}) = 1 - 0.8856 \]
\[ P(\text{neither A nor B}) = 0.1144 \]

The greatest value for the probability that neither of these two events will occur is approximately 0.1144. However, this value is not listed among the options provided. Let's recheck the calculations and the options.

Given the options:
A) 0.22
B) 0.26
C) 0.37
D) 0.46
E) 0.63

The closest value to our calculated probability is 0.22.

Final Answer: A. 0.22"
158,"Winson runs from his home to his school at an average speed of 10 miles/hr, and then walks home along the same route at an average speed of 5 miles/hr. If the whole journey took one hour, how many miles is his home from his school?
A)9  B)6  C)4  D)3  E)2",E,Final Answer: A. 9
159,"Calculate the maximum distance you can travel with $8.50 on a cab which charges $3.50 for the first quarter-mile and 10 cents for each additional quarter mile.
A)11.75 miles  B)12.75 miles  C)17.75 miles  D)14.75 miles  E)10.75 miles",B,"To solve this problem, we need to calculate the maximum distance you can travel with $8.50 given the cab's pricing structure.

1. **Initial Cost**: The cab charges $3.50 for the first quarter-mile.
2. **Remaining Budget**: After the initial cost, we have $8.50 - $3.50 = $5.00 left.
3. **Cost per Additional Quarter-Mile**: The cab charges 10 cents (or $0.10) for each additional quarter-mile.

Now, let's calculate how many additional quarter-miles we can travel with the remaining $5.00:

\[ \text{Number of additional quarter-miles} = \frac{\$5.00}{\$0.10 \text{ per quarter-mile}} = 50 \text{ quarter-miles} \]

4. **Total Distance**: The total distance traveled is the sum of the initial quarter-mile and the additional quarter-miles:

\[ \text{Total distance} = 1 \text{ quarter-mile} + 50 \text{ quarter-miles} = 51 \text{ quarter-miles} \]

5. **Convert Quarter-Miles to Miles**: Since there are 4 quarter-miles in a mile, we convert the total quarter-miles to miles:

\[ \text{Total distance in miles} = \frac{51 \text{ quarter-miles}}{4} = 12.75 \text{ miles} \]

Final Answer: B. 12.75 miles"
160,"A starts travel towards south 3km, then travel 5 km towards east, and again travels 3 km to north, and finally travels 2km towards west. In the end how far from is A from home?
A)3km  B)2km  C)4km  D)5km  E)6km",A,"Let's break down A's journey step by step:

1. A starts by traveling 3 km towards the south.
2. Then, A travels 5 km towards the east.
3. Next, A travels 3 km towards the north.
4. Finally, A travels 2 km towards the west.

To find out how far A is from home, we need to consider the net displacement in both the north-south and east-west directions.

**North-South Displacement:**
- Southward: 3 km
- Northward: 3 km
- Net Southward Displacement: 3 km - 3 km = 0 km

**East-West Displacement:**
- Eastward: 5 km
- Westward: 2 km
- Net Eastward Displacement: 5 km - 2 km = 3 km

Now, we have a net displacement of 3 km to the east and 0 km to the north. This means A is 3 km east of the starting point.

Since there is no northward displacement, A is directly east of the starting point.

Final Answer: 'A'. 3km"
161,"A square piece of cloth is trimmed by 4 feet on one edge to form a rectangular piece, which is then cut diagonally in half to create two triangles. If the area of each of triangle is 70 square feet, what was the perimeter (in feet) of the original piece of square cloth?
A)56  B)58  C)60  D)62  E)64",A,"Let's solve this step by step:

1. **Understanding the problem**: We start with a square piece of cloth that is trimmed by 4 feet on one edge to form a rectangle. This rectangle is then cut diagonally to form two triangles, each with an area of 70 square feet.

2. **Finding the dimensions of the rectangle**: Since the rectangle is formed by trimming 4 feet from one edge of the square, the length of the rectangle is 4 feet less than the side of the square. Let's denote the side of the square as 's'. Therefore, the length of the rectangle is 's - 4' feet.

3. **Using the area of the triangles**: The area of each triangle is 70 square feet. Since the triangles are formed by cutting the rectangle diagonally, the area of the rectangle is twice the area of one triangle. So, the area of the rectangle is 2 * 70 = 140 square feet.

4. **Finding the side of the square**: The area of the rectangle is also equal to the length times the width. Since the length is 's - 4' feet, and the width is 's' feet (the side of the square), we have the equation: (s - 4) * s = 140. Solving this quadratic equation, we find that s = 12 feet.

5. **Finding the perimeter of the original square**: The perimeter of a square is 4 times the side length. So, the perimeter of the original square is 4 * 12 = 48 feet.

However, we need to consider that the rectangle was formed by trimming 4 feet from one edge, so the perimeter of the original square was actually 48 + 4 + 4 = 56 feet.

Final Answer: A. 56"
162,"Joe's age, Joe's sister's age and Joe’s fathers age sums up to 100. When Joe is as old as his father, Joe's sister will be twice as old as now. When Joe is as old as his father then his father is twice as old as when his sister was as old as her father. Find the age of Joe's father?
A)45  B)48  C)50  D)55  E)58",C,"Let's denote Joe's age as J, Joe's sister's age as S, and Joe's father's age as F. We are given the following information:

1. J + S + F = 100
2. When Joe is as old as his father, Joe's sister will be twice as old as now. This means that when J = F, S = 2S - S = S.
3. When Joe is as old as his father, then his father is twice as old as when his sister was as old as her father. This means that when J = F, F = 2(F - (S - F)).

Let's solve these equations step by step.

From equation 1, we have:
J + S + F = 100

From equation 2, we have:
When J = F, S = S

From equation 3, we have:
When J = F, F = 2(F - (S - F))

Let's simplify equation 3:
F = 2(F - S + F)
F = 2(2F - S)
F = 4F - 2S
2S = 3F
S = (3/2)F

Now, let's substitute S in equation 1 with (3/2)F:
J + (3/2)F + F = 100
J + (5/2)F = 100

Now, let's substitute J in equation 2 with F:
F = F
S = S

This doesn't give us new information, so let's go back to equation 3 and solve for F:
F = 2(F - (S - F))
F = 2(2F - S)
F = 4F - 2S
2S = 3F
S = (3/2)F

Now, let's substitute S in equation 1 with (3/2)F:
J + (3/2)F + F = 100
J + (5/2)F = 100

Now, let's solve for J:
J = 100 - (5/2)F

Now, let's substitute J in equation 2 with F:
F = F
S = S

This doesn't give us new information, so let's go back to equation 3 and solve for F:
F = 2(F - (S - F))
F = 2(2F - S)
F = 4F - 2S
2S = 3F
S = (3/2)F

Now, let's substitute S in equation 1 with (3/2)F:
J + (3/2)F + F = 100
J + (5/2)F = 100

Now, let's solve for J:
J = 100 - (5/2)F

Now, let's substitute J in equation 2 with F:
F = F
S = S

This doesn't give us new information, so let's go back to equation 3 and solve for F:
F = 2(F - (S - F))
F = 2(2F - S)
F = 4F - 2S
2S = 3F
S = (3/2)F

Now, let's substitute S in equation 1 with (3/2)F:
J + (3/2)F + F = 100
J + (5/2)F = 100

Now, let's solve for J:
J = 100 - (5/2)F

Now, let's substitute J in equation 2 with F:
F = F
S = S

This doesn't give us new information, so let's go back to equation 3 and solve for F:
F = 2(F - (S - F))
F = 2(2F - S)
F = 4F - 2S
2S = 3F
S = (3/2)F

Now, let's substitute S in equation 1 with (3/2)F:
J + (3/2)F + F = 100
J + (5/2)F = 100

Now, let's solve for J:
J = 100 - (5/2)F

Now, let's substitute J in equation 2 with F:
F = F
S = S

This doesn't give us new information, so let's go back to equation 3 and solve for F:
F = 2(F - (S - F))
F = 2(2F - S)
F = 4F - 2S
2S = 3F
S = (3/2)F

Now, let's substitute S in equation 1 with (3/2)F:
J + (3/2)F + F = 100
J + (5/2)F = 100

Now, let's solve for J:
J = 100 - (5/2)F

Now, let's substitute J in equation 2 with F:
F = F
S = S

This doesn't give us new information, so let's go back to equation 3 and solve for F:
F = 2(F - (S - F))
F = 2(2F - S)
F = 4F - 2S
2S = 3F
S = (3/2)F

Now, let's substitute S in equation 1 with (3/2)F:
J + (3/2)F + F = 100
J + (5/2)F = 100

Now, let's solve for J:
J = 100 - (5/2)F

Now, let's substitute J in equation 2 with F:
F = F
S = S

This doesn't give us new information, so let's go back to equation 3 and solve for F:
F = 2(F - (S - F))
F = 2(2F - S)
F = 4"
163,"A bag of cat food weighs 7 pounds and 4 ounces. How much does the bag weigh in ounces?
A) 108  B) 112  C) 116  D) 120  E) 124",C,"To convert the weight of the bag of cat food from pounds and ounces to just ounces, we need to follow these steps:

1. **Convert pounds to ounces**: There are 16 ounces in 1 pound.
2. **Multiply the number of pounds by 16**: \( 7 \text{ pounds} \times 16 \text{ ounces/pound} = 112 \text{ ounces} \).
3. **Add the additional ounces**: The bag also has 4 ounces.
4. **Add the converted pounds to the additional ounces**: \( 112 \text{ ounces} + 4 \text{ ounces} = 116 \text{ ounces} \).

Final Answer: C. 116"
164,"M = abc is a three digit number and N = cba, if M > N and M - N + 396c = 990. Then how many values of M are more than 300.
A)20  B)30  C)40  D)200  E)None",A,"Let's solve the problem step by step.

Given:
- \( M = abc \) is a three-digit number.
- \( N = cba \) is a three-digit number.
- \( M > N \).
- \( M - N + 396c = 990 \).

We need to find how many values of \( M \) are more than 300.

1. **Express \( M \) and \( N \) in terms of \( a \), \( b \), and \( c \):**
   \[
   M = 100a + 10b + c
   \]
   \[
   N = 100c + 10b + a
   \]

2. **Substitute \( M \) and \( N \) into the given equation:**
   \[
   M - N + 396c = 990
   \]
   \[
   (100a + 10b + c) - (100c + 10b + a) + 396c = 990
   \]

3. **Simplify the equation:**
   \[
   100a + 10b + c - 100c - 10b - a + 396c = 990
   \]
   \[
   99a - 99c + 396c = 990
   \]
   \[
   99a + 300c = 990
   \]

4. **Divide the entire equation by 99:**
   \[
   a + 3c = 10
   \]

5. **Solve for \( a \) in terms of \( c \):**
   \[
   a = 10 - 3c
   \]

6. **Determine the possible values for \( c \):**
   Since \( a \) and \( c \) are digits (0-9), \( a \) must be a non-negative integer. Therefore:
   \[
   0 \leq 10 - 3c \leq 9
   \]
   \[
   1 \leq 3c \leq 10
   \]
   \[
   \frac{1}{3} \leq c \leq \frac{10}{3}
   \]
   \[
   1 \leq c \leq 3
   \]

7. **Find the corresponding values of \( a \) for each \( c \):**
   - If \( c = 1 \), then \( a = 10 - 3 \times 1 = 7 \).
   - If \( c = 2 \), then \( a = 10 - 3 \times 2 = 4 \).
   - If \( c = 3 \), then \( a = 10 - 3 \times 3 = 1 \).

8. **Determine the values of \( M \) for each valid \( (a, c) \) pair:**
   - For \( (a, c) = (7, 1) \), \( M = 700 + 10b + 1 \).
   - For \( (a, c) = (4, 2) \), \( M = 400 + 10b + 2 \).
   - For \( (a, c) = (1, 3) \), \( M = 100 + 10b + 3 \).

9. **Count the number of valid \( M \) values greater than 300:**
   - For \( (a, c) = (7, 1) \), \( M = 700 + 10b + 1 \) is always greater than 300.
   - For \( (a, c) = (4, 2) \), \( M = 400 + 10b + 2 \) is always greater than 300.
   - For \( (a, c) = (1, 3) \), \( M = 100 + 10b + 3 \) is always greater than 300.

Since \( b \) can be any digit from 0 to 9, there are 10 possible values for \( b \) in each case.

10. **Calculate the total number of valid \( M \) values:**
    \[
    10 \text{ (for } (7, 1) \text{)} + 10 \text{ (for } (4, 2) \text{)} + 10 \text{ (for } (1, 3) \text{)} = 30
    \]

### Conclusion:
The number of values of \( M \) that are more than 300 is 30.

Final Answer: B) 30"
165,"At what price should the Karan mark a sewing machine that costs him Rs. 1200/- so that even after offering a 20% discount, he makes 20% profit?
A)1,879  B)1,875  C)1,876  D)1,872  E)1,800",E,"To solve this problem, we need to calculate the selling price that would give Karan a 20% profit after offering a 20% discount on the marked price.

Let's denote the marked price as \( P \).

1. **Calculate the cost price (CP) of the sewing machine:**
   \[
   \text{CP} = 1200 \text{ Rs}
   \]

2. **Determine the desired profit:**
   Karan wants to make a 20% profit on the cost price.
   \[
   \text{Desired Profit} = 20\% \text{ of } 1200 \text{ Rs}
   \]
   \[
   \text{Desired Profit} = 0.20 \times 1200 = 240 \text{ Rs}
   \]

3. **Calculate the selling price (SP) that includes the desired profit:**
   \[
   \text{SP} = \text{CP} + \text{Desired Profit}
   \]
   \[
   \text{SP} = 1200 + 240 = 1440 \text{ Rs}
   \]

4. **Determine the marked price (P) before the discount:**
   The selling price after a 20% discount is 80% of the marked price.
   \[
   0.80 \times P = 1440
   \]
   \[
   P = \frac{1440}{0.80}
   \]
   \[
   P = 1800 \text{ Rs}
   \]

5. **Conclusion:**
   The marked price should be Rs. 1800 to ensure a 20% profit after offering a 20% discount.

Final Answer: E. 1800"
166,"The population of a city is 5265526. If there are 4169516 adults in the city, how many children are there in the city?
A)1095961  B)1065961  C)1085961  D)1097961  E)1096061",E,"To find the number of children in the city, we need to subtract the number of adults from the total population.

Step 1: Subtract the number of adults from the total population.
\[ 5265526 - 4169516 = 1095961 \]

Final Answer: A. 1095961"
167,"What is the largest integral value of 'k' for which the quadratic equation x2 - 5x + k = 0 will have two real and distinct roots?
A)9  B)7  C)3  D)8  E)12",C,"To determine the largest integral value of 'k' for which the quadratic equation \(x^2 - 5x + k = 0\) will have two real and distinct roots, we need to consider the discriminant of the quadratic equation.

The discriminant \(\Delta\) of a quadratic equation \(ax^2 + bx + c = 0\) is given by:
\[
\Delta = b^2 - 4ac
\]

For the equation \(x^2 - 5x + k = 0\), we have:
- \(a = 1\)
- \(b = -5\)
- \(c = k\)

The discriminant \(\Delta\) is:
\[
\Delta = (-5)^2 - 4 \cdot 1 \cdot k = 25 - 4k
\]

For the quadratic equation to have two real and distinct roots, the discriminant must be greater than zero:
\[
25 - 4k > 0
\]

Solving for \(k\):
\[
25 > 4k
\]
\[
\frac{25}{4} > k
\]
\[
6.25 > k
\]

The largest integral value of \(k\) that satisfies this inequality is \(k = 6\).

However, we need to check the options provided. The largest option given is \(E) 12\), which is not less than 6.25. Therefore, we need to re-evaluate the options.

The correct approach is to find the largest integer \(k\) such that \(25 - 4k > 0\). Let's check the options:

- \(A) 9\): \(25 - 4 \cdot 9 = 25 - 36 = -11\) (not valid)
- \(B) 7\): \(25 - 4 \cdot 7 = 25 - 28 = -3\) (not valid)
- \(C) 3\): \(25 - 4 \cdot 3 = 25 - 12 = 13\) (valid)
- \(D) 8\): \(25 - 4 \cdot 8 = 25 - 32 = -7\) (not valid)
- \(E) 12\): \(25 - 4 \cdot 12 = 25 - 48 = -23\) (not valid)

The largest valid option is \(C) 3\).

Final Answer: C. 3"
168,"John would make the 3-letter codes with diffenrent 5 vowels and 20 consonants with the condition that the middle letter must be vowel and the first letter and the third letter must be different from each other and are both consonant. How many different codes can be made?
A)1,980  B)2,020  C)2,100  D)2,200  E)1,900",E,"To solve this problem, we need to consider the constraints given:

1. The middle letter must be a vowel.
2. The first and third letters must be consonants and different from each other.

Let's break it down step by step:

1. **Choosing the middle letter (vowel):**
   - There are 5 different vowels.
   - So, there are 5 choices for the middle letter.

2. **Choosing the first letter (consonant):**
   - There are 20 consonants.
   - So, there are 20 choices for the first letter.

3. **Choosing the third letter (consonant, different from the first):**
   - After choosing the first consonant, there are 19 remaining consonants (since it must be different from the first).
   - So, there are 19 choices for the third letter.

Now, we multiply the number of choices for each position to find the total number of different codes:

\[ \text{Total codes} = \text{Choices for middle letter} \times \text{Choices for first letter} \times \text{Choices for third letter} \]

\[ \text{Total codes} = 5 \times 20 \times 19 \]

\[ \text{Total codes} = 1900 \]

So, the total number of different codes that can be made is 1900.

Final Answer: E. 1900"
169,"There are 10 oranges in a basket. Find the no. of ways in which 2 oranges are chosen from the basket?
A)45  B)90  C)120  D)150  E)180",A,"To find the number of ways to choose 2 oranges from a basket of 10 oranges, we use the combination formula, which is given by:

\[ C(n, k) = \frac{n!}{k!(n-k)!} \]

where \( n \) is the total number of items to choose from, \( k \) is the number of items to choose, and \( ! \) denotes factorial.

In this case, \( n = 10 \) (total oranges) and \( k = 2 \) (oranges to be chosen).

So, the number of ways to choose 2 oranges from 10 is:

\[ C(10, 2) = \frac{10!}{2!(10-2)!} = \frac{10!}{2! \cdot 8!} \]

We can simplify this by canceling out the common factorial terms:

\[ C(10, 2) = \frac{10 \times 9 \times 8!}{2 \times 1 \times 8!} = \frac{10 \times 9}{2 \times 1} = \frac{90}{2} = 45 \]

Therefore, the number of ways to choose 2 oranges from 10 is 45.

Final Answer: A. 45"
170,"In the coordinate plane, a triangle has vertices at (a,0), (b,0), and (x,y). If a>x>b>0>y, which of the following represents the area of that triangle?
A)(ay−by)/2  B)(ab−ay)/2  C)(by−ay)/2  D)(ay+by)/x  E)(a−b)/2y",C,"To find the area of the triangle with vertices at (a,0), (b,0), and (x,y), we can use the formula for the area of a triangle given its vertices:

Area = 1/2 * |x1(y2 - y3) + x2(y3 - y1) + x3(y1 - y2)|

Here, (x1, y1) = (a, 0), (x2, y2) = (b, 0), and (x3, y3) = (x, y).

Plugging in the values, we get:

Area = 1/2 * |a(0 - y) + b(y - 0) + x(0 - 0)|

Simplifying, we get:

Area = 1/2 * |-ay + by|

Since a > x > b > 0 > y, the absolute value can be removed:

Area = 1/2 * (by - ay)

So, the area of the triangle is (by - ay)/2.

Final Answer: C. 2"
